,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,sentence
7734,7952,3,0,3,0,1,And ha bitch break down my weed sometimes,bitch break down weed
7735,7953,3,0,3,0,1,"And here standing in the red corner @John_Mayer_69 weighing 145lbs the pussy destroying champion of the world, Adam nobodyknowshisrace smith",stand red corner john mayer weigh lbs pussy destroy champion world adam nobodyknowshisrace smith
7736,7954,3,0,3,0,1,"And honestly I'm a social hoe. I'll talk to any and everybody. Nowhere in there did I said fuck, suck, and trap.",honestly social hoe talk everybody nowhere fuck suck trap
7737,7955,3,1,2,0,1,And i aint neva gave a fucc about a bitch boy !,be not neva fucc bitch boy
7738,7956,3,0,3,0,1,"And i didn't wanna come off as a bitch, so I took another hit, now I think I'm feeling to high",didn wanna off bitch take hit think feel high
7739,7957,3,0,3,0,1,"And if u aint a ho, GET UP OUT MY TRAP HOUUUSE!",be not trap houuuse
7740,7958,3,0,3,0,1,And if yu ever need a shoulder to cry on I won't be there cus I'm on my fuck that bitch shit,shoulder cry win cus fuck bitch shit
7741,7959,3,0,3,0,1,And ima dream about 4 fat bitches stuck in a mini van on a hot summer day,i m a dream fat bitch stick mini van hot summer
7742,7960,3,0,3,0,1,And it's always the black bitches that's constantly late AF for no reason. Couldn't refuse the ladies in free til 12 &amp; $1 shots,black bitch constantly late reason couldn refuse lady free til amp shot
7743,7961,6,0,1,5,2,And it's gotta be some ghetto fool :/,get to ghetto fool
7744,7962,3,0,3,0,1,And just like me that bitch loaded.,bitch load
7745,7963,3,0,3,0,1,And little bitch ass @_TriggaPlease_,little bitch ass triggaplease
7746,7964,3,0,3,0,1,And mad hoes you can ask Beavis I get nothing butthead,mad hoe ask beavis nothing butthead
7747,7965,3,0,3,0,1,And my bitch gon' blast and she got the ass like... http://t.co/yzJVcu77nF,bitch gon blast ass http yzjvcu
7748,7966,3,0,3,0,1,And my mom was really getting me a car smh hoe f u for dat,mom car smh hoe dat
7749,7967,6,0,6,0,1,And niccas are 38 HOT if they paid 20 bucks for that Pay-Per-View......,niccas hot pay buck pay view
7750,7968,3,0,0,3,2,And now Jihadis bragging about a massive bombing in Sadr city in Baghdad. #Iraq #onslaught,jihadis brag massive bombing sadr city baghdad iraq onslaught
7751,7969,3,1,2,0,1,And now lookin ass niggas and lookin ass bitches will be the terms of 2014. Will be overused &amp; abused in every fucking way,lookin ass niggas lookin ass bitch term overuse amp abuse fucking way
7752,7970,3,0,1,2,2,And of course some rascally #teabagger on the radio is blaming the 19 dead AZ firefighters on #biggovernment. Oy vey. #tcot #p2 #teaparty,course rascally teabagger radio blame dead firefighter biggovernment vey tcot teaparty
7753,7971,3,1,2,0,1,And remember---always be the person you're born to be. You don't have to be queer to take something from that message. #NationalComingOutDay,remember person bear don queer take message nationalcomingoutday
7754,7972,3,0,3,0,1,And since im gino marley my bitch just flew from Japan,gino marley bitch fly japan
7755,7973,3,0,3,0,1,And someone from my class is literally sitting across from me on the bus so I can't even call dad and bitch,someone class literally sit across bus call dad bitch
7756,7974,3,2,1,0,0,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.,jew deuterostome favorite tweet lol don anymore trash
7757,7975,3,0,3,0,1,And them niggas pussies...cameltoes &#128514;,niggas pussy cameltoe
7758,7976,3,1,2,0,1,And these hoes ain't as good as they look..I need to take my own advice doee cause If that pusxy good then I'm good &#128569;,these hoe ain good look take own advice doee cause pusxy good good
7759,7977,3,0,3,0,1,And vice versa RT @_Kimchanel_: 9/10 he has hoes,vice versa kimchanel hoe
7760,7978,3,0,3,0,1,And weres bitch boy ?,were bitch boy
7761,7979,3,1,2,0,1,And when I say DOH DOH DOH DOH bitch that be Kdot,say doh doh doh doh bitch kdot
7762,7980,3,0,3,0,1,"And when bitches be like ""me and him against the world!"" bitch don't nobody even know y'all together -_- nobody hating.",bitch world bitch don nobody together nobody hate
7763,7981,3,0,0,3,2,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(,think unsold item thrift store garbage think great game trash dump speak
7764,7982,3,0,3,0,1,"And you a bitch.. Even when you say you love me, you a bitch. I pray you crash like Caroline into a ditch.",bitch say love bitch pray crash caroline ditch
7765,7983,3,1,2,0,1,"And you adopted bitch? I don't give a fuck what kind of ""Mental illness"" they claimin imma kill ya",adopt bitch don fuck kind mental illness claimin imma kill
7766,7984,6,0,6,0,1,And you kno we the opposite of down bitch we up http://t.co/qkFYwnFZqu,kno opposite down bitch http qkfywnfzqu
7767,7986,3,0,3,0,1,"And you&#8217;re a bitch RT @FuckingPatBro: @Thotcho you&#8217;re a little fucking worm you know that,",bitch fuckingpatbro thotcho little fucking worm
7768,7987,3,0,3,0,1,Angel stop rting that fugly bitch,angel stop rte fugly bitch
7769,7988,3,0,0,3,2,Anglo-Saxon Mike Oz,anglo saxon mike
7770,7989,3,2,1,0,0,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;,ankle saina faal martian mulah hood bitch weave bad thing weave touch ashy ankle
7771,7990,3,0,3,0,1,Annie.. You crazy hoe &#128514;&#128514;&#128514;,annie crazy hoe
7772,7991,3,1,2,0,1,Annnnd you're a dyke. &#9995;,annnnd dyke
7773,7992,3,0,0,3,2,Annoying yelling bint next door has locked herself out.,annoying yell bint next door lock
7774,7993,3,0,3,0,1,Another bad bitch fuck her for a hour another cigarette another nut another shower,bad bitch fuck cigarette nut shower
7775,7994,3,0,3,0,1,"Another high point was a Hungarian calling me ""cheat fuck"" and ""cheat pussy"" for doing well.",high point hungarian call cheat fuck cheat pussy well
7776,7995,3,1,2,0,1,Another long mornin smh...Thank God a nicca out here to see it tho real shit,mornin smh thank god nicca tho real shit
7777,7996,3,0,0,3,2,"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief &amp; aid workers&#8217; release",major development jihadi circle maqdisi hardcore jihadi theorist ask relief amp aid worker release
7778,7997,6,0,6,0,1,"Another nigga hoe is another nigga problem.
@JoseGuapo been had hits.",nigga hoe nigga problem joseguapo hit
7779,7998,3,0,0,3,2,Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;,season retweeting nikaaaa yankee tweet
7780,7999,3,0,3,0,1,Another woman ain't gon keep me coming. Girl these hoes ain't got nothing on ya,woman ain gon come girl these hoe ain nothing
7781,8000,3,0,3,0,1,Any bitch who show up Friday looking like the bitch from the ring I'm punching straight in the face.,bitch show look bitch ring punch straight face
7782,8001,3,1,2,0,1,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit..",dope nigga pretty chick gon people wantin attention get to grow hoe shit
7783,8002,3,1,2,0,1,"Any man even considering plastic surgery is gay gay gay imagine ya boy say ""I'd get more hoes then u after I get these new lips"" &#128514;&#128514;&#128514;",man consider plastic surgery gay gay gay imagine boy say hoe these new lip
7784,8003,3,0,2,1,1,Any nicca gettin it n da ass is a fag! &#8220;@CruellaDeTrill: Howw? Please explain this twitter logic. I'm confused. &#128553; @Im_Yung_Jay @YuTwatching&#8221;,nicca gettin ass fag cruelladetrill howw please explain twitter logic confused yung jay yutwatche
7785,8004,3,0,3,0,1,Any person that puts anybody else's business out there for whatever reason is a bitch.,person put anybody else business whatever reason bitch
7786,8005,6,0,6,0,1,Any pregnant bitches at centreville I should know about in about to move there next ... &#8212; Idk.. I dont go to cville http://t.co/Hq4Q6zfwjh,pregnant bitch centreville move next idk do not cville http zfwjh
7787,8006,3,0,3,0,1,Any pussy I had I can get again!,pussy
7788,8007,3,0,0,3,2,"Any solution to ZOG which doesn't deal with demographics - only laws - is no solution.
#NorthwestImperative
http://t.co/Vhy5s2apCn",solution zog doesn deal demographic law solution northwestimperative http vhy apcn
7789,8008,3,0,3,0,1,Any where the $$$ at is where the pussy go...,pussy
7790,8010,3,0,0,3,2,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread? &#128586;&#128584;,anyone want absolutely amazing deliciously fresh perfect monkey bread
7791,8011,3,0,2,1,1,"Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.",anyone want share thought mock draft kidding shut filthy damned mouth clod
7792,8012,3,3,0,0,0,Anyone who came to the US as an indentured servant is white trash.,anyone come indenture servant white trash
7793,8013,3,0,3,0,1,Anytime somebody say u wan hear a funny that shit gon be trash..,anytime somebody say wan hear funny shit gon trash
7794,8014,6,3,1,2,0,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,apache round turn jihadis tomato soup markrothschild rockprincess nofear lanna
7795,8015,3,0,3,0,1,"Apologizing in advance for my actions, I'm thee biggest bitch when I'm studying &#128522;&#128299;",apologize advance action thee big bitch study
7796,8016,3,0,0,3,2,"Apolonia Gardner of Imperial, CA misspells ""phalarope"" - a bird that resembles a sandpiper. The dreaded schwa! #spellingbee",apolonia gardner imperial misspell phalarope bird resemble sandpiper dread schwa spellingbee
7797,8017,3,0,0,3,2,"Apparently I got chunky for my bday. Worse bday present ever. Lol. 
#diettime",chunky bday bad bday present lol diettime
7798,8018,3,0,1,2,2,Apparently im a honky. Pfft. Like that's a bad thing.,honky pfft bad thing
7799,8019,3,1,2,0,1,Apparently not wanting to trade your Nitro M4 in CSGO makes you a collossal faggot.,want trade nitro csgo make collossal faggot
7800,8020,3,0,3,0,1,"Apparently, saying something nice to someone these days means you're trying to stick them with your poker. Get over yourselves bitches.",say nice someone these mean try stick poker over yourself bitch
7801,8021,3,0,0,3,2,Apple need to add some colored emoji,apple add colored emoji
7802,8022,3,0,3,0,1,"Apple sauce, bitch.",apple sauce bitch
7803,8023,3,0,0,3,2,Appropriately this guy wears the WV yellow Rick James on his face. @BarkingCarnival http://t.co/SGb9rYvdmb,appropriately guy wear yellow rick james face barkingcarnival http sgb ryvdmb
7804,8024,3,0,3,0,1,Are pet guinea pig is about to die this fucking blows :/,pet guinea pig die fucking blow
7805,8025,3,0,0,3,2,Are poor little guinea pig died :(,poor little guinea pig die
7806,8026,3,0,3,0,1,Are you nigguhs saying you want Donald trump as prez? That nigguh don't understand real american struggles &#128514;,nigguhs say want donald trump prez nigguh don understand real struggle
7807,8027,3,0,3,0,1,Are you single but your pussy is in a relationship?,single pussy relationship
7808,8028,3,0,0,3,2,"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands",tired mock draft let clowney pick think round become chaos showofhand
7809,8029,3,1,0,2,2,Aren't these little border jumpers supposed to be in school,aren these little border jumper suppose school
7810,8030,3,0,2,1,1,Argue to make up. Not to break up &amp; get back together that's retarded in my eyes,argue break amp back together retarded eye
7811,8031,3,0,3,0,1,Arguing over a bitch with a glued on butt,argue over bitch glue butt
7812,8032,3,0,3,0,1,Arod like ugly bitches that like to fuck,arod ugly bitch fuck
7813,8033,3,0,0,3,2,Arroz con pollo,arroz con pollo
7814,8034,3,0,2,1,1,Arturo keeps calling me ghetto &#128532;,arturo keep call ghetto
7815,8035,3,0,1,2,2,"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh",chanice say realize coon move drink moet belaire yuh feel yuh fancy yuh champagne
7816,8036,3,0,3,0,1,"As I tweeted before any man telling me to go to the kitchen this season could tell his mom that, father probably wouldn't of left..bitch",tweet man tell kitchen season tell mom father wouldn leave bitch
7817,8037,6,0,6,0,1,"As a girlfriend I'm NEVER getting close to my boyfriend friends , cause they can be telling me one thing , and telling these hoes another.",girlfriend close boyfriend friend cause tell thing tell these hoe
7818,8038,9,0,9,0,1,"As a girlfriend, you gotta accept the fact hoes gone be all up in his face. But as a boyfriend, he better let them hoes know wassup.",girlfriend get to accept fact hoe go face boyfriend well let hoe wassup
7819,8039,3,0,3,0,1,As a man ... I feel like you a bitch if you living off a female . Havin her buy all yo shit fucc that never be dependent on someone,man feel bitch live off female havin buy shit fucc dependent someone
7820,8040,3,2,0,1,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu,eli stupid hick hayseed look face giant fan kill yaselve go to http jcyzzmkcfu
7821,8041,3,1,2,0,1,As good as Percy Harvin and Peyton on the same team sound&#8230; That&#8217;s so retarded lmao,good percy harvin peyton same team sound retarded lmao
7822,8042,3,0,3,0,1,As if it WASNT gon get Bacc to me &#128514;&#128557; bitch your outta your fuccing mind,be not gon bacc bitch outta fuccing mind
7823,8043,3,0,3,0,1,As long as you gon feed me pussy when I get the munchies &#128586;,gon feed pussy munchie
7824,8044,3,1,2,0,1,As of today im cutting muthafuckas off bitches/niggas that never show love or just temporary people iont need um,cut muthafuckas off bitch niggas show love temporary people iont
7825,8045,3,0,0,3,2,As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi,democrat get chance political hack foxnew commercial back bolton lmao teabagger benghazi
7826,8046,3,0,3,0,1,As soon as a bitch think shit sweet.... Give em wat they been asking for!,bitch think shit sweet wat ask
7827,8047,3,0,3,0,1,As soon as bitches get on a come up you got that one bitch that CANT Wait to tell ppl your downfall before the come up &#128528;&#128528;. #Haters,bitch bitch can not wait tell ppl downfall hater
7828,8048,3,2,1,0,0,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,leave iraq these towel head think fucking barge take over work hard set piss off
7829,8049,3,0,3,0,1,Asha had a little voice in my head telling me to fuck with these hoes. Wasn't kendra &#128524;,asha little voice head tell fuck these hoe wasn kendra
7830,8050,3,0,3,0,1,Asha my bitch doe &#128553;&#128076;,asha bitch doe
7831,8051,3,0,3,0,1,Ask a bitch in 2014 if she would rather have JESUS than silver &amp; gold I bet u she tell a lie.,ask bitch jesus silver amp gold bet tell lie
7832,8052,3,0,3,0,1,Ask around n the streets bitch bout Jay,ask street bitch bout jay
7833,8053,3,0,1,2,2,Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe,ask governor suppose pay typical teabagger mentality government evil lol morningjoe
7834,8054,3,0,3,0,1,Ask tht bitch when she gon let a yung nigga blast tht ass,ask tht bitch gon let yung nigga blast tht ass
7835,8055,3,0,3,0,1,Ask your bitch about me she turns into dori. &#128032;,ask bitch turn dori
7836,8056,3,0,3,0,1,"At 6'0? Good luck Nh nh RT @UnnagroundKing: I'm 6'0, 150. One of you bitches better reproduce with me. I can give you an athlete.",good luck unnagroundke bitch well reproduce athlete
7837,8057,3,0,3,0,1,At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out &#128514;&#128514;&#128514;,dunkin donut somebody walk yelled ratchet hoe brother kick
7838,8058,3,0,0,3,2,At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag,point tough life decision ice black translucent sole solid black sole blk orange airbag
7839,8059,3,0,0,3,2,At all my ritz crackers. Idk what to do with myself anymore.,ritz cracker idk myself anymore
7840,8060,3,0,3,0,1,At least ima a faithful bitch &#128524;,least i m a faithful bitch
7841,8061,3,0,0,3,2,At pussy cat lounge killin it with my girlz @blaqdior and @hpmiss,pussy cat lounge killin girlz blaqdior hpmiss
7842,8062,6,0,6,0,1,At the MLK march tryna find a man bitch we see U,mlk tryna find man bitch
7843,8063,3,0,3,0,1,At the Mexican laundry mat and it's PACKED denna hoe,mexican laundry mat pack denna hoe
7844,8064,3,0,3,0,1,"At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao",bar downey wit uncle niggah fade hopefully do not fight lmao
7845,8065,3,0,3,0,1,At the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry -_- @SamRomero95,doctor sam she s pussy put cotton swab nose start cry samromero
7846,8066,3,0,3,0,1,At the end of the day seniors still love that young fresh pussy from west case closed,senior love young fresh pussy west case close
7847,8067,6,0,0,6,2,"At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals.",rate cheer awful new york yankees over louis cardinal
7848,8068,3,0,0,3,2,"At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend.",work wish float sale walmart redneck pool husband clean weekend
7849,8069,3,0,0,3,2,Ate the receivers really fast or is pass coverage trash?,eat receiver fast pass coverage trash
7850,8070,3,1,2,0,1,Attention one and all. @JordanWright23 just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.,attention jordanwright motoroboate knee someone jiggaboo water thirsty
7851,8071,3,1,2,0,1,Auburnnn hoe,auburnnn hoe
7852,8072,3,0,3,0,1,Audio: Happy Valentines Day bitches. &#160;Now play this while you get laid. http://t.co/x70OTlH3,audio happy valentine bitch play lay http otlh
7853,8073,3,0,2,1,1,August alsina : ghetto &#128158;,alsina ghetto
7854,8074,3,0,3,0,1,Austin is a funny niggah,austin funny niggah
7855,8076,3,0,3,0,1,"Autocorrect makes my ""how's life"" change to hoes life. What the duck.",autocorrect make life change hoe life duck
7856,8077,3,0,0,3,2,Average is basic and basic is trash &#128514;&#128514;,average basic basic trash
7857,8078,3,0,3,0,1,"Aw man, that bitch she go hard.. Put it on me I'm like ""Oh Lord""... No panties, baby, no bra !",man bitch hard put lord panties baby bra
7858,8079,3,0,3,0,1,"Awe did I cut you off and make you mad? That's too dam bad, shoulda been going the fucking speed limit bitch",awe cut off mad dam bad shoulda fucking speed limit bitch
7859,8080,3,2,1,0,0,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,awk don own nephew cousin race lmao break ugly bitch fuck don
7860,8081,3,0,3,0,1,Awwwwww RT @Tyga: That ain't my hoe.,awwwwww tyga ain hoe
7861,8082,3,0,3,0,1,Awwwwww they no Kaep ain't rape no bitch!!!!,awwwwww kaep ain rape bitch
7862,8083,3,0,3,0,1,Ay cuh its HOT AF . Im finna go buy yo bitch some ice cream . Lol,cuh hot finna buy bitch ice cream lol
7863,8084,3,0,3,0,1,"Ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head.",fuck wiener remember eat drink remember drink water drinking eat shit pussy head
7864,8085,3,0,0,3,2,Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.,good bar club hit denver coon
7865,8086,3,0,3,0,1,Ay yall heard that Rich Gang tape thou?? That bitch on Flame!!!&#128293;,you all hear rich gang tape thou bitch flame
7866,8087,3,0,1,2,2,Aye a nicca is tired tho!,aye nicca tired tho
7867,8088,3,0,3,0,1,Aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh #Preach,aye lot niggas fuck bad bitch unless drunk smh preach
7868,8089,3,0,3,0,1,Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team @TwinzNControl donjuuuan&#8230; http://t.co/qloMazph9A,aye nigha yeayoureadindis go let bitch fuck wit team twinzncontrol donjuuuan http qlomazph
7869,8090,6,0,6,0,1,Aye the part be treating the bitches too good &#128514;,aye part treat bitch good
7870,8091,3,0,3,0,1,Aye we all needa keep are heads up high who cares if we lost we all went and tried our best &amp;south is a bunch of trash talking pussys ! -.-,aye needa head high care lose try good amp south bunch trash talk pussys
7871,8092,3,0,3,0,1,"Aye, Mcdonald'ss got a fire ass frozen strawberry lemonade.. This bitch so wet",aye mcdonald fire ass frozen strawberry lemonade bitch wet
7872,8093,3,0,3,0,1,Ayee hoe,ayee hoe
7873,8094,3,0,1,2,2,Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix&#128553;&#128553;&#128514;&#128514; I&#8230; http://t.co/o5v2E4LFtm,ayo jus mini heart attack behind wheel north philly fire cracker don mix http lftm
7874,8095,3,0,2,1,1,Ayo twat boy I gotta new phone give me yo jack now @Jay050709,ayo twat boy get to new phone jack jay
7875,8096,3,0,3,0,1,Ayo why da hell ain't nobody hip me to these niccas! @MigosATL ... #BetterLateThanNever,ayo hell ain nobody hip these niccas migosatl betterlatethannever
7876,8097,6,1,4,1,1,Ayo!! @theofficialeg10 unblock me so i ca tell you how garbage yo bitch ass playing....,ayo theofficialeg unblock tell garbage bitch ass playing
7877,8098,3,2,1,0,0,Ayy Carlton is a ghetto school now #SwitchedAtBirth,ayy carlton ghetto school switchedatbirth
7878,8099,3,1,2,0,1,"Ayy yo @Ray_Lakee my nigga @who__CHRISJONES be all up on da,pussy not lettin dat muafucka breathe.",ayy ray lakee nigga chrisjones pussy lettin dat muafucka breathe
7879,8100,3,0,0,3,2,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,ayyyyy sip free slurpee see front bottom tonight happy clam
7880,8101,3,1,0,2,2,"BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers, libertaritards, all hate our education system and teachers.",basically gop romney right wing reactionary drudgie teabagger libertaritards hate education system teacher
7881,8102,3,1,2,0,1,BC y'all hoes,hoe
7882,8103,3,0,3,0,1,"BF: I think we need some pet insurance. GF: LMAO, why, what for? BF: Because I'm destroying your pussy everyday.",think pet insurance lmao destroy pussy everyday
7883,8104,3,0,3,0,1,BITCH!!! RT @jla_b: Stop thinking ur entitled to politically correct responses...bitch,bitch jla stop think entitle politically correct response bitch
7884,8105,3,0,2,1,1,BREATHE! RT @thaELLEword_: You are going to kill yourself if you don't EXHALE! RT @BrokeHomieLyn: Killin you hoes http://t.co/QZc87drA9a&#8221;,breathe thaelleword kill yourself don exhale brokehomielyn killin hoes http qzc dra
7885,8106,3,0,3,0,1,"BROS BEFORE HOS! ... and there I was with my bros, without any hos..",bros hos bros hos
7886,8107,3,0,3,0,1,"BRUH lmaoo &#8220;@NoBeeetch: Them hoes was nasty but I kept eating them ""@roblockk: What the fuck happened to these? http://t.co/G9w10SmQdr""&#8221;",bruh lmaoo nobeeetch hoes nasty keep eat roblockk fuck happen these http smqdr
7887,8108,6,1,5,0,1,BRUH!! RT @coldhearted9_: Them ugly hoes say a nigga arrogant...,bruh coldhearte ugly hoe say nigga arrogant
7888,8109,3,0,3,0,1,Baby I can make that pussy raaain OFTEN.,baby pussy raaain
7889,8110,3,0,3,0,1,"Baby I can make that pussy rain, often",baby pussy rain
7890,8111,3,0,3,0,1,Baby I can make that pussy rain... Often,baby pussy rain
7891,8112,3,1,0,2,2,"Baby I'll whisper Vietnamese to you all soft like, ""ching... chong ting o long....""",baby whisper vietnamese soft ching chong ting
7892,8113,6,0,6,0,1,Baby girl your pussy looking so vacant....,baby girl pussy look vacant
7893,8114,3,0,3,0,1,"Baby moanin , got me zone'nn &#128553; I want this bitch next me , pussy like ecstasy &#128166; .",baby moanin zone want bitch next pussy ecstasy
7894,8115,3,0,3,0,1,Baby pussy cant be your only hustle. Unless u bad as Naomi Russell.I mean a lot of ppl got money.So basically Russell aint the only Russell,baby pussy can not hustle unless bad naomi russell mean lot ppl money basically russell ai not russell
7895,8116,3,0,3,0,1,Babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through,babydaddy need bail money say that s wat go talk whole alotta shit swear bitch go
7896,8117,3,0,3,0,1,Back #InHighSchool me and @NTGOnline used to have to stiff-arm bitches that kept tryna steal our fitteds,back inhighschool ntgonline stiff arm bitch keep tryna steal fitted
7897,8118,3,0,3,0,1,"Back in America, and I've become a basic bitch again.",back america become basic bitch
7898,8119,3,0,3,0,1,Back in this bitch again....,back bitch
7899,8120,3,0,3,0,1,Backdoor is open: them hoes will let you fuck em in the ass. Usually an extra charge plus the rate you agreed upon.,backdoor open hoe let fuck ass usually extra charge plus rate agree
7900,8121,3,0,3,0,1,Bad Asian bitch yea she look just like Kemora,bad asian bitch yea look kemora
7901,8122,3,1,2,0,1,Bad bitch contest you in first place &#128175; http://t.co/c1cPZMzEQR,bad bitch contest first place http cpzmzeqr
7902,8123,3,0,3,0,1,"Bad bitch give good head, dumb bitch get hood rich",bad bitch good head dumb bitch hood rich
7903,8124,3,0,3,0,1,Bad bitch good head I think she ah keeper !,bad bitch good head think keeper
7904,8125,3,0,3,0,1,Bad bitch http://t.co/XSpkccaypi,bad bitch http xspkccaypi
7905,8126,6,0,6,0,1,Bad bitch on my line tryna give me brains,bad bitch line tryna brain
7906,8127,3,0,3,0,1,Bad bitch pussy aquafina call her Crystalina,bad bitch pussy aquafina call crystalina
7907,8128,3,0,3,0,1,Bad bitch selling molly I might take one,bad bitch sell molly take
7908,8129,6,0,5,1,1,Bad bitch with me and you kno that her ass is fat,bad bitch kno ass fat
7909,8130,9,0,9,0,1,"Bad bitch, chest out......no wonder why Miss Righteous keeps on getting left out",bad bitch chest wonder miss righteous keep leave
7910,8131,6,0,6,0,1,Bad bitches ain't cheap,bad bitch ain cheap
7911,8132,3,0,3,0,1,Bad bitches aint cheap better pass her if u broke !!,bad bitch be not cheap well pass break
7912,8133,6,0,6,0,1,Bad bitches an good weed,bad bitch good weed
7913,8134,3,0,3,0,1,Bad bitches and good weed,bad bitch good weed
7914,8135,3,0,3,0,1,Bad bitches be all ova me .. Besides pussy what could you offer me?! &#128175;&#10006;&#65039;&#128175;,bad bitch ova besides pussy offer
7915,8136,3,0,3,0,1,Bad bitches every where,bad bitch
7916,8137,3,0,3,0,1,"Bad bitches from Oakland, she could beeee a model",bad bitch oakland beeee model
7917,8138,3,0,3,0,1,Bad bitches hate broke niggaz.,bad bitch hate break niggaz
7918,8139,3,0,3,0,1,Bad bitches in dirty ass houses &lt;&lt;&lt;,bad bitch dirty ass house
7919,8140,3,0,3,0,1,Bad bitches in the pen make my toes curl,bad bitch pen toe curl
7920,8141,3,0,3,0,1,Bad bitches is the only thing I like,bad bitch thing
7921,8142,3,0,3,0,1,Bad bitches is the only thing that I like,bad bitch thing
7922,8143,3,0,3,0,1,Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS,bad bitch thing bblu bblu suedelounge richgirl
7923,8144,6,0,6,0,1,Bad bitches is the only thing that i like,bad bitch thing
7924,8145,3,0,3,0,1,Bad bitches is the only thing that like,bad bitch thing
7925,8146,3,0,3,0,1,Bad bitches only,bad bitch
7926,8147,3,0,3,0,1,Bad bitches only ... http://t.co/ceyb1b3rF0,bad bitch http ceyb
7927,8148,3,0,3,0,1,Bad blood in the camp &amp; if it's bout a bitch just know I don't respect it homie,bad blood camp amp bout bitch don respect homie
7928,8149,3,0,3,0,1,"Bad chicks send em in.. Basic hoes toss em out, can't even get Waffle House.. Hating niggas chalk em out gone get the coffin out",bad chick send basic hoe toss waffle house hate niggas chalk go coffin
7929,8150,6,0,6,0,1,Bad foreign bitch she a walkin Ferrari,bad foreign bitch walkin ferrari
7930,8151,3,0,3,0,1,Bad lil bitch ain't never seen her,bad lil bitch ain see
7931,8152,3,0,3,0,1,Bad lil short fine bitch lil petite sumn,bad lil short fine bitch lil petite sumn
7932,8153,3,0,2,1,1,Bae gotta bitch &#128514; whoops &#128564;,bae get to bitch whoop
7933,8154,3,0,3,0,1,Bae juss the new side bitch lingo u aint special hoe,bae juss new side bitch lingo be not special hoe
7934,8155,3,0,2,1,1,Bae made me deep fried Oreos &#128523;,bae deep fry oreo
7935,8156,3,0,0,3,2,Bags Bags that's that bag money trash bag black and it's filled up with money,bag bag bag money trash bag black fill money
7936,8157,3,0,3,0,1,Bahaha omg &#128518;&#128557;&#128586; this bitch is crazyyy . http://t.co/HFkTledkpa,bahaha omg bitch crazyyy http hfktledkpa
7937,8158,3,0,0,3,2,"Baked Montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar &amp; chives yellow mashed&#8230; http://t.co/XsGW1kSqCW",bake montreal chicken cheesy brussels sprout garlic butter triple cheddar amp chive yellow mash http ksqcw
